Sex,Race,Age,Grade,SexOrientation,SeatBealtUse,DrinkingDriver,DrivingDrinking,TextingDriving,WeaponCarrying,WeaponCarryingSchool,GunCarrying,UnsafeAtSchool,InjuredInSchool,PhysicalFight,SchoolPhysicalFight,SexualAbuse,TimesSexualAbuse,SexualAbuseByPartner,Bullying,CyberBullying,SmokingCigarette,AgeFirstCig,DaysSmokingCigarette,CigPerDay,Vaping,DaysVaping,SourceVaping,DaysSmokelessTobacco,DaysSmokingCigar,AgeFirstAlcohol,DaysAlcohol,BingeDrinking,LargestNumberOfDrinks,SourceAlcohol,TimesMarihuanaUseLife,AgeFirstMarihuana,TimesMarihuanaUse30Days,TimesSyntheticMarihuanaUseLife,PainMedicine,TimesCocaine,TimesInhalant,TimesHeroin,TimesMetha,TimesEcstasy,TimesSteroids,TimesNeedle,OfferedDrugsSchool,HallucinogenicDrugs,MarihuanaUse
Female,Hispanic/Latino,17,11,Heterosexual,Always,1,3,8,1,1,1,1,1,1,1,0,1,2,0,0,1,7,3,4,0,1,1,1,1,4,2,1,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Male,Hispanic/Latino,16,11,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Female,Hispanic/Latino,17,11,Heterosexual,Always,2,2,3,1,1,1,3,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,6,2,2,5,6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Hispanic/Latino,18,11,Heterosexual,Most of the Times,1,2,3,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,0
Female,Hispanic/Latino,17,11,Heterosexual,Always,1,2,4,1,1,1,1,1,1,1,0,1,2,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,17,11,Heterosexual,Always,3,3,4,1,1,1,3,1,1,1,0,1,2,0,0,NA,NA,NA,NA,1,2,2,1,1,5,6,6,5,2,3,6,1,2,1,1,1,1,1,1,1,1,0,1,1
Male,Hispanic/Latino,18,11,Heterosexual,Always,1,2,8,1,1,1,1,1,1,1,0,1,2,0,0,1,4,1,1,1,7,4,1,1,3,2,NA,NA,2,6,6,6,1,2,1,1,1,1,1,1,1,0,1,1
Male,Multiple-Hispanic,18,11,Bisexual,Always,1,2,8,1,1,1,5,8,NA,NA,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,3,4,5,7,5,5,5,4,5,4,3,3,4,4,4,2,4,3,2,0,4,1
Male,Hispanic/Latino,17,11,Heterosexual,Most of the Times,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Female,Hispanic/Latino,16,11,Heterosexual,Always,3,2,3,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,NA,0,1,NA,1,1,6,2,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Female,Hispanic/Latino,17,11,Heterosexual,Most of the Times,1,2,6,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,2,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Hispanic/Latino,18,11,Heterosexual,Sometimes,1,2,8,1,1,1,1,1,2,1,0,NA,NA,0,1,1,4,1,1,1,1,1,1,1,6,1,1,1,1,5,6,1,1,2,3,3,1,1,1,1,1,1,1,1
Male,Hispanic/Latino,17,11,Heterosexual,Always,1,4,8,5,1,3,1,1,6,1,0,1,2,NA,NA,0,1,1,1,1,7,2,1,1,4,6,7,8,2,1,1,1,1,1,1,4,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,18,11,Not sure,Always,1,2,3,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Hispanic/Latino,16,11,Heterosexual,Most of the Times,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,1,4,1,1,1,1,1,1,1,5,1,1,1,1,6,5,4,1,2,1,1,1,1,1,1,1,0,3,1
Female,Hispanic/Latino,17,11,Heterosexual,Most of the Times,1,2,8,1,1,1,1,1,1,1,0,1,2,1,1,0,1,1,1,0,1,1,1,1,4,2,1,3,5,6,6,5,1,1,1,1,1,1,1,1,1,0,1,1
Male,Hispanic/Latino,17,11,Heterosexual,Sometimes,2,1,1,1,1,4,1,1,4,3,0,1,2,0,0,0,1,1,1,1,4,8,1,1,1,1,1,1,1,6,6,5,5,2,1,1,1,1,2,1,1,0,2,1
Male,Hispanic/Latino,17,11,Heterosexual,Always,1,2,3,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Multiple-Hispanic,17,11,Heterosexual,Sometimes,5,5,8,3,1,1,1,1,1,1,0,1,2,0,0,1,7,1,1,1,7,2,1,3,7,6,7,8,8,5,7,5,1,3,2,1,1,1,1,1,1,0,2,1
Male,White,16,9,Heterosexual,Most of the Times,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,15,9,Bisexual,Most of the Times,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,1,1,1,1,4,1,1,1,1,3,5,1,2,1,1,6,1,1,1,1,1,0,1,1
Female,Multiple-Hispanic,15,9,NA,Never,1,NA,NA,5,5,5,5,8,8,8,0,NA,NA,1,1,0,1,1,1,0,1,1,1,1,NA,NA,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,0
Female,Multiple-Hispanic,15,9,NA,Never,1,NA,NA,5,5,1,5,8,NA,NA,1,1,2,NA,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
Male,Hispanic/Latino,14,9,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,15,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,6,1,1,1,1,1,1,1,6,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,15,9,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Hispanic/Latino,15,9,Heterosexual,Most of the Times,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Multiple-Hispanic,16,9,Heterosexual,Always,1,NA,NA,3,1,1,1,1,3,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Hispanic/Latino,15,9,Heterosexual,Rarely,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Hispanic/Latino,15,NA,Heterosexual,Most of the Times,3,1,1,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Multiple-Hispanic,15,9,Heterosexual,Most of the Times,1,2,2,5,5,1,1,1,2,1,0,1,2,0,0,0,1,1,1,1,NA,NA,1,1,3,NA,1,NA,NA,1,1,1,1,1,1,2,1,1,1,1,1,0,1,0
Female,Hispanic/Latino,16,9,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Black or African American,15,9,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,15,9,Heterosexual,Most of the Times,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Multiple-Hispanic,17,10,Not sure,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,16,10,Heterosexual,Always,1,3,5,2,1,3,1,1,3,1,1,1,2,0,0,1,6,3,4,1,2,5,1,1,5,5,4,6,2,5,5,3,1,1,2,1,1,1,1,1,1,1,1,1
Female,Hispanic/Latino,15,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Hispanic/Latino,15,9,Bisexual,Most of the Times,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,2,5,1,1,5,1,1,1,1,4,5,3,1,1,1,1,1,1,1,1,1,0,1,1
Male,Hispanic/Latino,15,9,Heterosexual,Most of the Times,2,1,1,1,1,1,1,1,1,1,0,1,2,0,1,NA,1,1,1,1,4,5,1,1,1,1,1,1,1,5,6,5,1,1,1,1,1,1,1,1,1,1,1,1
Male,Multiple-Hispanic,15,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Hispanic/Latino,15,9,Heterosexual,Sometimes,3,2,2,1,1,1,1,1,3,1,0,1,2,0,0,0,1,1,1,1,5,8,1,1,4,5,6,6,2,7,5,3,1,1,1,1,1,1,1,1,1,0,1,1
Male,Hispanic/Latino,15,9,Heterosexual,Sometimes,1,1,1,3,1,1,1,1,3,2,0,1,1,0,0,0,1,1,1,1,1,1,1,1,2,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Male,Hispanic/Latino,16,9,Heterosexual,Rarely,1,2,3,1,1,1,1,1,1,1,1,1,2,0,0,1,5,NA,NA,1,3,2,1,1,4,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Hispanic/Latino,14,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,15,10,Bisexual,Always,2,2,2,1,1,1,1,1,1,1,0,1,2,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,16,10,Heterosexual,Most of the Times,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,4,5,1,1,1,1,1,1,1,5,4,3,1,1,1,1,1,1,1,1,1,1,1,1
Male,Multiple-Hispanic,15,10,Heterosexual,Most of the Times,5,1,1,1,1,1,3,2,2,1,0,2,2,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Hispanic/Latino,16,10,Heterosexual,Always,1,NA,NA,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,2,5,1,1,5,2,1,2,8,1,1,1,1,3,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,15,10,Bisexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,4,6,1,1,1,1,1,1,1,1,1,1,0,1,1
Female,Hispanic/Latino,17,10,Heterosexual,Most of the Times,5,4,2,1,1,1,1,1,3,1,0,1,NA,0,0,1,3,2,2,1,2,5,1,2,5,4,3,7,2,7,4,5,3,2,5,1,1,2,2,1,1,0,2,1
Male,Multiple-Hispanic,16,10,Heterosexual,Sometimes,5,4,5,1,1,1,2,2,2,1,0,3,2,0,0,0,1,1,1,0,1,1,1,1,4,2,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,NA,10,NA,Never,NA,NA,NA,4,1,4,1,NA,3,1,0,1,2,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,3,NA,NA,8,5,3,4,NA,5,2,2,NA,NA,NA,NA,2,0,3,1
Female,Hispanic/Latino,15,10,Heterosexual,Most of the Times,2,1,1,1,1,1,1,1,2,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,3,2,1,3,8,1,1,1,1,1,1,2,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,16,10,Heterosexual,Rarely,2,1,1,1,1,1,1,1,1,1,0,1,2,1,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,0,1,NA
Male,Hispanic/Latino,15,10,Heterosexual,Always,1,2,2,1,1,1,1,1,2,1,0,1,2,0,0,1,5,1,1,1,1,1,1,1,5,1,1,1,1,2,5,2,1,1,1,1,1,1,1,1,1,0,1,1
Female,Hispanic/Latino,17,10,Heterosexual,Most of the Times,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,17,10,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,NA,16,10,Not sure,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,1,6,2,2,1,2,5,1,1,6,2,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Male,Multiple-Hispanic,16,10,Heterosexual,Always,1,2,3,1,1,1,1,1,NA,NA,0,1,2,0,0,0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Male,Asian,15,10,Heterosexual,Most of the Times,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,16,10,Heterosexual,Most of the Times,1,NA,NA,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,16,10,Heterosexual,Most of the Times,1,1,1,1,1,1,1,1,NA,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Multiple-Hispanic,16,10,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,18,12,Heterosexual,Rarely,1,2,2,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,18,12,Heterosexual,Sometimes,1,3,7,1,1,1,1,1,1,1,0,1,2,0,0,1,6,1,1,1,7,2,1,1,7,NA,NA,6,2,7,5,6,1,1,1,1,1,1,1,1,1,1,2,1
Female,Hispanic/Latino,18,12,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Multiple-Hispanic,18,12,Heterosexual,Most of the Times,1,1,1,2,1,1,1,1,2,1,0,1,2,0,0,1,7,1,1,0,1,1,1,1,7,1,1,1,1,6,6,4,1,2,1,1,1,1,1,1,1,0,2,1
Male,Multiple-Hispanic,17,12,Heterosexual,Always,5,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Female,Multiple-Hispanic,17,12,Heterosexual,Always,3,NA,NA,1,1,1,1,1,2,1,0,1,2,0,0,NA,NA,1,1,1,NA,NA,1,1,6,3,NA,NA,5,3,6,3,1,1,1,1,1,1,1,1,1,0,1,1
Male,Multiple-Hispanic,17,12,Heterosexual,Always,4,2,2,1,1,1,1,1,1,1,0,1,1,0,0,1,2,1,1,1,6,4,1,1,7,1,1,1,1,7,6,5,5,1,1,1,1,1,1,1,1,1,1,1
Female,Hispanic/Latino,16,10,Heterosexual,Most of the Times,2,1,1,1,1,1,1,1,1,1,0,1,2,1,0,0,1,1,1,0,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Male,Hispanic/Latino,16,10,Heterosexual,Most of the Times,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,2,5,1,1,5,2,1,2,6,2,6,2,1,1,1,1,1,1,1,1,1,0,1,1
Female,Multiple-Hispanic,16,10,Heterosexual,Always,2,2,2,1,1,1,1,1,3,3,0,3,2,1,0,0,1,1,1,1,2,5,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,17,10,Heterosexual,Rarely,1,4,8,3,1,1,3,1,4,1,0,1,2,1,1,1,6,1,1,1,7,8,1,3,6,5,4,6,8,6,7,4,1,1,1,1,1,1,1,1,1,0,2,1
Male,White,16,10,Heterosexual,Most of the Times,1,NA,NA,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,14,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,14,9,Heterosexual,Always,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,15,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,14,9,Bisexual,Always,2,1,1,3,1,1,1,1,2,1,0,5,2,1,0,0,1,1,1,1,2,5,1,1,4,3,4,5,7,3,5,2,1,1,1,1,1,1,1,1,1,1,1,1
Male,White,15,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Non-Hispanic,15,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,14,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,14,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,14,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,15,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,14,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,3,4,0,1,0,1,1,1,1,3,7,1,1,4,2,3,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Female,Asian,14,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,14,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Female,White,15,9,Heterosexual,Most of the Times,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0
Female,White,15,9,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,15,9,Heterosexual,Most of the Times,1,1,1,1,1,1,2,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,5,2,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,15,9,Gay or Lesbian,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,15,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,15,9,Not sure,Most of the Times,2,2,2,3,1,1,1,1,2,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Female,White,15,9,Bisexual,Always,1,1,1,1,1,1,1,1,1,1,NA,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,15,9,Heterosexual,Always,1,2,2,5,1,3,1,1,4,1,0,3,3,0,0,1,5,1,1,1,1,1,1,1,5,3,1,2,8,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1
Female,White,15,9,Heterosexual,Most of the Times,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,NA,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Female,White,14,9,Bisexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,2,0,1,1,5,1,1,1,6,4,1,1,5,2,1,2,6,3,5,2,1,1,1,1,1,1,1,1,1,0,1,1
Female,White,15,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Male,White,14,9,Heterosexual,Always,2,1,1,3,1,2,1,3,2,2,0,1,2,0,0,0,1,1,1,1,3,5,1,1,4,2,2,6,7,2,5,1,1,2,1,1,1,1,1,1,1,0,1,1
Female,White,15,9,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,14,9,Not sure,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,15,9,Heterosexual,Always,3,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,17,12,Heterosexual,Always,1,2,8,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,2,5,1,1,6,2,2,5,6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Native Hawaiian/Other PI,17,12,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,17,12,Heterosexual,Always,1,2,3,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,17,12,Heterosexual,Always,1,2,8,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,5,5,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,17,12,Heterosexual,Always,1,2,8,2,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,17,12,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,17,12,Heterosexual,Most of the Times,1,2,3,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,18,12,Heterosexual,Always,2,2,7,1,1,1,1,1,1,1,1,3,3,0,0,0,1,1,1,1,6,2,1,1,3,3,2,6,5,3,5,2,1,1,1,1,1,1,1,1,1,0,1,1
Female,White,17,12,Heterosexual,Always,1,2,4,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,17,12,Bisexual,Always,1,2,2,1,1,1,1,2,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Black or African American,17,11,Heterosexual,Sometimes,2,2,3,1,1,1,1,4,5,2,0,NA,NA,0,0,1,6,1,1,1,1,1,1,1,6,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,0,1,1
Male,Hispanic/Latino,17,11,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,2,NA,NA,0,1,1,1,0,1,1,1,1,7,2,1,3,7,1,1,1,1,2,1,1,1,1,1,1,1,0,1,0
Female,Black or African American,18,12,Heterosexual,Always,1,2,2,1,1,1,2,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,17,12,Heterosexual,Always,1,2,7,1,1,1,1,1,1,1,0,1,2,0,0,1,7,1,1,1,2,5,1,1,5,2,1,2,6,5,5,1,1,1,2,1,1,1,1,1,1,0,1,1
Male,White,18,12,Heterosexual,Most of the Times,2,3,6,1,1,1,1,1,3,1,0,2,2,0,1,1,6,1,1,1,6,5,1,1,4,4,5,8,5,7,5,6,1,1,3,1,1,1,1,1,1,1,6,1
